ID_registro;FID;Shape;Prob_DAR;Cordillera;Cuenca;Zona UTM;Departamen;Provincia;Distrito;UNIDAD_geo;TIPO_UNIDA;LITOLOGIA_;Este_m;Norte_m
34502;129;Point;0.774462;Blanca;Intercuenca Alto Marañón V;18;ANCASH;POMABAMBA;POMABAMBA;Grupo Goyllarisquizga - FormaciÃ³n Carhuaz;Sedimentaria;Arenisca, lutita;215055.29;9021784.73
34503;130;Point;0.78515;Blanca;Intercuenca Alto Marañón V;18;ANCASH;POMABAMBA;POMABAMBA;Grupo Goyllarisquizga - FormaciÃ³n Carhuaz;Sedimentaria;Arenisca, lutita;216411.36;9021033.95
34504;131;Point;0.788199;Blanca;Cuenca Santa;18;ANCASH;HUAYLAS;YURACMARCA;Grupo Goyllarisquizga - FormaciÃ³n Carhuaz;Sedimentaria;Arenisca, lutita;213294.36;9020590.8
34505;132;Point;0.789052;Blanca;Intercuenca Alto Marañón V;18;ANCASH;POMABAMBA;POMABAMBA;Sin denominaciÃ³n;Sin denominaciÃ³n; ;215571.57;9020161.3
34506;133;Point;0.774632;Blanca;Cuenca Santa;18;ANCASH;HUAYLAS;YURACMARCA;Sin denominaciÃ³n;Sin denominaciÃ³n; ;214262.66;9019702.81
34507;134;Point;0.763867;Blanca;Cuenca Santa;18;ANCASH;HUAYLAS;YURACMARCA;Sin denominaciÃ³n;Sin denominaciÃ³n; ;213834.52;9019467.84
34508;135;Point;0.788713;Blanca;Cuenca Santa;18;ANCASH;HUAYLAS;YURACMARCA;Sin denominaciÃ³n;Sin denominaciÃ³n; ;213498.5;9019327.13
34509;136;Point;0.822337;Blanca;Cuenca Santa;18;ANCASH;HUAYLAS;SANTA CRUZ;Batolito de la Cordillera Blanca;PlutÃ³nica;Granodiorita, tonalita;199546.61;9018934.48
34510;137;Point;0.771415;Blanca;Intercuenca Alto Marañón V;18;ANCASH;POMABAMBA;POMABAMBA;Sin denominaciÃ³n;Sin denominaciÃ³n; ;215018.93;9019014.16
34511;138;Point;0.791782;Blanca;Cuenca Santa;18;ANCASH;HUAYLAS;YURACMARCA;Sin denominaciÃ³n;Sin denominaciÃ³n; ;211537.7;9018704.4
34512;139;Point;0.776315;Blanca;Cuenca Santa;18;ANCASH;HUAYLAS;YURACMARCA;Sin denominaciÃ³n;Sin denominaciÃ³n; ;210992.6;9018185.22
34513;140;Point;0.762301;Blanca;Intercuenca Alto Marañón V;18;ANCASH;POMABAMBA;POMABAMBA;Grupo Goyllarisquizga - FormaciÃ³n ChimÃº;Sedimentaria;Arenisca cuarzosa;218576.83;9017376.61
34514;141;Point;0.755797;Blanca;Intercuenca Alto Marañón V;18;ANCASH;POMABAMBA;POMABAMBA;Sin denominaciÃ³n;Sin denominaciÃ³n; ;217806.86;9017202.29
34515;142;Point;0.753656;Blanca;Intercuenca Alto Marañón V;18;ANCASH;POMABAMBA;HUAYLLAN;FormaciÃ³n OyÃ³n - Miembro inferior;Sedimentaria;Arenisca, lutita;220138.06;9016785.9
34516;143;Point;0.767109;Blanca;Cuenca Santa;18;ANCASH;HUAYLAS;SANTA CRUZ;FormaciÃ³n OyÃ³n - Miembro inferior;Sedimentaria;Arenisca, lutita;204349.83;9016106.08
34517;144;Point;0.769751;Blanca;Cuenca Santa;18;ANCASH;HUAYLAS;SANTA CRUZ;FormaciÃ³n OyÃ³n - Miembro inferior;Sedimentaria;Arenisca, lutita;205433.71;9015258.88
34518;145;Point;0.784445;Blanca;Intercuenca Alto Marañón V;18;ANCASH;POMABAMBA;HUAYLLAN;DepÃ³sito glaciar, fluvial;Sedimento;Grava, arena, limo;223473.84;9014010.24
34519;146;Point;0.776273;Blanca;Cuenca Santa;18;ANCASH;HUAYLAS;SANTA CRUZ;Batolito Cordillera Blanca;PlutÃ³nica;Granodiorita, tonalita;196808.43;9013482.03
34520;147;Point;0.766719;Blanca;Cuenca Santa;18;ANCASH;HUAYLAS;SANTA CRUZ;DepÃ³sito glaciar, fluvial;Sedimento;Grava, arena, limo;215058.68;9012908.25
34521;148;Point;0.780551;Blanca;Cuenca Santa;18;ANCASH;HUAYLAS;SANTA CRUZ;DepÃ³sito glaciar, fluvial;Sedimento;Grava, arena, limo;208148.71;9012143.33
34522;149;Point;0.778017;Blanca;Cuenca Santa;18;ANCASH;HUAYLAS;SANTA CRUZ;Batolito de la Cordillera Blanca;PlutÃ³nica;Granodiorita, tonalita;214679.63;9011280.11
34523;150;Point;0.781567;Blanca;Intercuenca Alto Marañón V;18;ANCASH;MARISCAL LUZURIAGA;LLUMPA;DepÃ³sito glaciar;Sedimento;Grava, arena, limo;220972.99;9010139.25
34524;151;Point;0.813868;Blanca;Intercuenca Alto Marañón V;18;ANCASH;MARISCAL LUZURIAGA;LLUMPA;DepÃ³sito Aluvial;Sedimento;Gravas, arenas, limos;222558.8;9009446.18
34525;152;Point;0.779099;Blanca;Intercuenca Alto Marañón V;18;ANCASH;MARISCAL LUZURIAGA;LLUMPA;FormaciÃ³n OyÃ³n - Miembro inferior;Sedimentaria;Arenisca, lutita;220232.43;9008830.49
34526;153;Point;0.774863;Blanca;Intercuenca Alto Marañón V;18;ANCASH;MARISCAL LUZURIAGA;LLUMPA;FormaciÃ³n OyÃ³n - Miembro inferior;Sedimentaria;Arenisca, lutita;221579.31;9007979.54
34527;154;Point;0.792529;Blanca;Cuenca Santa;18;ANCASH;HUAYLAS;CARAZ;DepÃ³sito glaciar, fluvial;Sedimento;Grava, arena, limo;200843.88;9005938.04
34528;155;Point;0.772513;Blanca;Cuenca Santa;18;ANCASH;HUAYLAS;CARAZ;DepÃ³sito glaciar, fluvial;Sedimento;Grava, arena, limo;200372.36;9005315.6
34529;156;Point;0.780601;Blanca;Cuenca Santa;18;ANCASH;YUNGAY;YUNGAY;Sin denominaciÃ³n;Sin denominaciÃ³n; ;216260.63;9003876.39
34530;157;Point;0.758818;Blanca;Cuenca Santa;18;ANCASH;YUNGAY;YUNGAY;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;215504.96;9003581.09
34531;158;Point;0.786105;Blanca;Intercuenca Alto Marañón V;18;ANCASH;YUNGAY;YANAMA;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;216494.62;9002536.17
34532;159;Point;0.762295;Blanca;Cuenca Santa;18;ANCASH;YUNGAY;YUNGAY;Sin denominaciÃ³n;Sin denominaciÃ³n; ;216010.23;9002479.48
34533;160;Point;0.779347;Blanca;Intercuenca Alto Marañón V;18;ANCASH;YUNGAY;YANAMA;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;216583.43;9002368.37
34534;161;Point;0.766477;Blanca;Cuenca Santa;18;ANCASH;YUNGAY;YUNGAY;Sin denominaciÃ³n;Sin denominaciÃ³n; ;215760.18;9002232.24
34535;162;Point;0.769979;Blanca;Intercuenca Alto Marañón V;18;ANCASH;YUNGAY;YANAMA;Sin denominaciÃ³n;Sin denominaciÃ³n; ;216009.73;9002083.46
34536;163;Point;0.816684;Blanca;Intercuenca Alto Marañón V;18;ANCASH;YUNGAY;YANAMA;DepÃ³sito aluvial;Sedimento;Limo, arena, bloques;217726.78;8999649.94
34537;164;Point;0.76971;Blanca;Intercuenca Alto Marañón V;18;ANCASH;YUNGAY;YANAMA;DepÃ³sito aluvial;Sedimento;Limo, arena, bloques;218216.89;8999519.18
34538;165;Point;0.753114;Blanca;Intercuenca Alto Marañón V;18;ANCASH;CARLOS FERMIN FITZCARRALD;SAN LUIS;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;246654.15;8998252.98
34539;166;Point;0.762585;Blanca;Intercuenca Alto Marañón V;18;ANCASH;YUNGAY;YANAMA;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;226157.06;8996666.51
34540;167;Point;0.774544;Blanca;Intercuenca Alto Marañón V;18;ANCASH;YUNGAY;YANAMA;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;226700.9;8995928.58
34541;168;Point;0.774317;Blanca;Intercuenca Alto Marañón V;18;ANCASH;YUNGAY;YANAMA;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;228144.48;8995750.61
34542;169;Point;0.7797;Blanca;Intercuenca Alto Marañón V;18;ANCASH;YUNGAY;YANAMA;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;226092.87;8995332.44
34543;170;Point;0.777414;Blanca;Intercuenca Alto Marañón V;18;ANCASH;YUNGAY;YANAMA;Sin denominaciÃ³n;Sin denominaciÃ³n; ;225182.9;8995225.59
34544;171;Point;0.787524;Blanca;Intercuenca Alto Marañón V;18;ANCASH;YUNGAY;YANAMA;Sin denominaciÃ³n;Sin denominaciÃ³n; ;226238.06;8995422.78
34545;172;Point;0.78074;Blanca;Intercuenca Alto Marañón V;18;ANCASH;YUNGAY;YANAMA;Sin denominaciÃ³n;Sin denominaciÃ³n; ;224858.05;8994970.64
34546;173;Point;0.756516;Blanca;Intercuenca Alto Marañón V;18;ANCASH;YUNGAY;YANAMA;Sin denominaciÃ³n;Sin denominaciÃ³n; ;225320.83;8994697.4
34547;174;Point;0.788424;Blanca;Intercuenca Alto Marañón V;18;ANCASH;YUNGAY;YANAMA;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;223947.16;8993671.02
34548;175;Point;0.808563;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;ACOCHACA;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;233822.74;8993792.28
34549;176;Point;0.787496;Blanca;Intercuenca Alto Marañón V;18;ANCASH;YUNGAY;YANAMA;Sin denominaciÃ³n;Sin denominaciÃ³n; ;224098.91;8993362.81
34550;177;Point;0.753489;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;ACOCHACA;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;233541.55;8993207.46
34551;178;Point;0.768257;Blanca;Cuenca Santa;18;ANCASH;CARHUAZ;SHILLA;DepÃ³sito coluvial;Sedimento;Bloques;222965.11;8992794.74
34552;179;Point;0.793905;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;ACOCHACA;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;231020.05;8992787.89
34553;180;Point;0.77175;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;Sin denominaciÃ³n;Sin denominaciÃ³n; ;228967.94;8991630.77
34554;181;Point;0.834025;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;234108.53;8988395.07
34555;182;Point;0.776745;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;234558.43;8987043.7
34556;183;Point;0.78104;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;Batolito de la Cordillera Blanca;PlutÃ³nica;Granodiorita, monzogranito;245831.92;8983419.33
34557;184;Point;0.842274;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;CAJAY;Grupo Goyllarisquizga - FormaciÃ³n ChimÃº;Sedimentaria;Areniscas, microconglomerados;268326.82;8981886.7
34558;185;Point;0.771758;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;249551.17;8981493.34
34559;186;Point;0.771523;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;250867.61;8980249.33
34560;187;Point;0.765639;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;242511.59;8978908.21
34561;188;Point;0.76446;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUARI;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;251786.03;8978427.95
34562;189;Point;0.778969;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;Batolito de la Cordillera Blanca;PlutÃ³nica;Granodiorita, monzogranito;225741.17;8977970.67
34563;190;Point;0.773436;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;Batolito de la Cordillera Blanca;PlutÃ³nica;Granodiorita, monzogranito;227485.05;8978093.15
34564;191;Point;0.785394;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;DepÃ³sito glaciar, fluvial;Sedimento;Cantos, arenas, limos;230044.22;8978004.27
34565;192;Point;0.777081;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;Batolito de la Cordillera Blanca;PlutÃ³nica;Granodiorita, monzogranito;227432.93;8977855.31
34566;193;Point;0.766746;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;Sin denominaciÃ³n;Sin denominaciÃ³n; ;226544.25;8977825.92
34567;194;Point;0.786182;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ANTONIO RAYMONDI;SAN JUAN DE RONTOY;FormaciÃ³n Jumasha;Sedimentaria;Calizas, margas, areniscas calcÃ¡reas;276836.5;8978012.79
34568;195;Point;0.768758;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ANTONIO RAYMONDI;SAN JUAN DE RONTOY;DepÃ³sito Aluvial;Sedimento;Gravas, arenas, limos;272195.8;8977680.6
34569;196;Point;0.767007;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;248651.9;8976955.14
34570;197;Point;0.788747;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;248756.46;8976819.14
34571;198;Point;0.762497;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;DepÃ³sito Aluvial;Sedimento;Gravas, arenas, limos;245931.67;8976753.69
34572;199;Point;0.789899;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;234821.79;8976187.95
34573;200;Point;0.773381;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;235604.26;8975846.98
34574;201;Point;0.762561;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;235728.25;8975766.64
34575;202;Point;0.77446;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;235920.47;8975719.89
34576;203;Point;0.800741;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUARI;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;252660.37;8975671.98
34577;204;Point;0.795904;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;234331.06;8975448.02
34578;205;Point;0.766388;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUARI;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;250552.5;8975066.36
34579;206;Point;0.770062;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;234793.01;8974607.2
34580;207;Point;0.77679;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;234187.79;8974465.07
34581;208;Point;0.792107;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;234074.86;8974204.7
34582;209;Point;0.756647;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;234233.02;8974180.92
34583;210;Point;0.766578;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;235961.18;8974177.74
34584;211;Point;0.766578;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;244354.41;8973809.34
34585;212;Point;0.775804;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;244997.36;8974048.94
34586;213;Point;0.786746;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;244915.38;8973485.05
34587;214;Point;0.778432;Blanca;Cuenca Santa;18;ANCASH;CARHUAZ;MARCARA;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;235614.17;8973653.51
34588;215;Point;0.778321;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;Sin denominaciÃ³n;Sin denominaciÃ³n; ;246799.3;8973611.2
34589;216;Point;0.76927;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;245102.71;8973604.82
34590;217;Point;0.767379;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;Sin denominaciÃ³n;Sin denominaciÃ³n; ;245369.12;8973618.08
34591;218;Point;0.765425;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;CAJAY;Grupo Goyllarisquizga - FormaciÃ³n Carhuaz;Sedimentaria;Areniscas, lutitas;268774.95;8973719.97
34592;219;Point;0.766562;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;245280.68;8973304.31
34593;220;Point;0.818941;Blanca;Cuenca Santa;18;ANCASH;CARHUAZ;MARCARA;Batolito de la Cordillera Blanca;PlutÃ³nica;Granodiorita, monzogranito;234655.95;8973150.57
34594;221;Point;0.773374;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;243064.65;8973143.33
34595;222;Point;0.7551;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;247372.63;8973209.57
34596;223;Point;0.772281;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;240945.48;8972569.35
34597;224;Point;0.780166;Blanca;Cuenca Santa;18;ANCASH;CARHUAZ;MARCARA;DepÃ³sito Coluvial;Sedimento;Bloques, gravas, arenas;234893.57;8972402.74
34598;225;Point;0.767054;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;239209.81;8972239.68
34599;226;Point;0.808417;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;241777.59;8971985.99
34600;227;Point;0.785172;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;243039.35;8971988.46
34601;228;Point;0.755552;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUARI;DepÃ³sito Aluvial;Sedimento;Gravas, arenas, limos;249488.38;8972015.55
34602;229;Point;0.835056;Blanca;Cuenca Santa;18;ANCASH;CARHUAZ;MARCARA;Grupo Chicama - FormaciÃ³n Sapotal;Sedimentaria;Lutitas, areniscas;238193.45;8971891.58
34603;230;Point;0.787975;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUARI;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;246986.01;8971924.83
34604;231;Point;0.779955;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;243112.77;8971834.87
34605;232;Point;0.760122;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;242188.74;8971709.49
34606;233;Point;0.79129;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;243174.8;8971661.33
34607;234;Point;0.78345;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;243090.54;8971485.92
34608;235;Point;0.761695;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;242268.06;8971362.11
34609;236;Point;0.765228;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUARI;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;253693.03;8971460.91
34610;237;Point;0.802211;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUARI;DepÃ³sito Aluvial;Sedimento;Gravas, arenas, limos;249945.39;8971319.41
34611;238;Point;0.776433;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUARI;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;250461.23;8971196.81
34612;239;Point;0.767238;Blanca;Intercuenca Alto Marañón V;18;ANCASH;ASUNCION;CHACAS;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;242459.64;8971058.55
34613;240;Point;0.766036;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUARI;Sin denominaciÃ³n;Sin denominaciÃ³n; ;246166.86;8970921.8
34614;241;Point;0.764234;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUARI;Sin denominaciÃ³n;Sin denominaciÃ³n; ;246297.97;8970687.82
34615;242;Point;0.781913;Blanca;Cuenca Santa;18;ANCASH;CARHUAZ;MARCARA;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;243363.08;8969884.02
34616;243;Point;0.773586;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUARI;DepÃ³sito Aluvial;Sedimento;Gravas, arenas, limos;249374.75;8969730.37
34617;244;Point;0.756692;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUARI;DepÃ³sito Aluvial;Sedimento;Gravas, arenas, limos;248940.72;8969671.24
34618;245;Point;0.861639;Blanca;Cuenca Santa;18;ANCASH;CARHUAZ;MARCARA;DepÃ³sito glaciar, fluvial;Sedimento;Gravas, arenas, limos;240799.7;8969486.45
34619;246;Point;0.774656;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUARI;Sin denominaciÃ³n;Sin denominaciÃ³n; ;245919.11;8969485.94
34620;247;Point;0.841061;Blanca;Cuenca Santa;18;ANCASH;CARHUAZ;MARCARA;Batolito de la Cordillera Blanca;PlutÃ³nica;Granodiorita, monzogranito;242735.95;8969506.42
34621;248;Point;0.790856;Blanca;Cuenca Santa;18;ANCASH;CARHUAZ;MARCARA;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;243862.39;8969455.64
34622;249;Point;0.796697;Blanca;Cuenca Santa;18;ANCASH;CARHUAZ;MARCARA;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;243691.14;8969373.57
34623;250;Point;0.788504;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUARI;DepÃ³sito Aluvial;Sedimento;Gravas, arenas, limos;249968.17;8969394.91
34624;251;Point;0.780216;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUARI;Sin denominaciÃ³n;Sin denominaciÃ³n; ;245963.53;8969173.54
34625;252;Point;0.76136;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUARI;DepÃ³sito Aluvial;Sedimento;Gravas, arenas, limos;250364.76;8969307.68
34626;253;Point;0.796382;Blanca;Cuenca Santa;18;ANCASH;CARHUAZ;MARCARA;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;243427.98;8969040.64
34627;254;Point;0.768095;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUARI;Sin denominaciÃ³n;Sin denominaciÃ³n; ;246081.32;8968900.97
34628;255;Point;0.774953;Blanca;Cuenca Santa;18;ANCASH;CARHUAZ;MARCARA;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;244024.12;8968749.09
34629;256;Point;0.757405;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUARI;DepÃ³sito Aluvial;Sedimento;Gravas, arenas, limos;252541.1;8968884.27
34630;257;Point;0.79971;Blanca;Cuenca Santa;18;ANCASH;CARHUAZ;SAN MIGUEL DE ACO;DepÃ³sito glaciar, fluvial;Sedimento;Gravas, arenas, limos;241137;8968449.24
34631;258;Point;0.766849;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUARI;DepÃ³sito Aluvial;Sedimento;Gravas, arenas, limos;253561.36;8968480.76
34632;259;Point;0.780729;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUARI;Batolito de la Cordillera Blanca;PlutÃ³nica;Granodiorita, monzogranito;250268.69;8968362.8
34633;260;Point;0.779849;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUARI;DepÃ³sito Aluvial;Sedimento;Gravas, arenas, limos;249007.3;8967770.22
34634;261;Point;0.763024;Blanca;Cuenca Santa;18;ANCASH;CARHUAZ;MARCARA;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;244473.92;8967674.02
34635;262;Point;0.759834;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUARI;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;246361.73;8967727.83
34636;263;Point;0.753976;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUARI;DepÃ³sito Aluvial;Sedimento;Gravas, arenas, limos;254739.07;8967630.95
34637;264;Point;0.75423;Blanca;Cuenca Santa;18;ANCASH;CARHUAZ;MARCARA;FormaciÃ³n OyÃ³n;Sedimentaria;Areniscas, lutitas;244413.82;8967430.1
34638;265;Point;0.76365;Blanca;Cuenca Santa;18;ANCASH;CARHUAZ;SAN MIGUEL DE ACO;Batolito de la Cordillera Blanca;PlutÃ³nica;Granodiorita, monzogranito;237217.1;8967332.3
34639;266;Point;0.765752;Blanca;Intercuenca Alto Marañón V;18;ANCASH;HUARI;HUARI;Sin denominaciÃ³n;Sin denominaciÃ³n; ;245024.87;8967341.35
