ID_registro,Titular,Clase de derecho,Tipo de uso,Fuente de agua,Descripción,Resolución,Fecha de resolución,Autoridad Administrativa del Agua,Administración Local de Agua,Unidad hidrográfica,Provincia,Distrito
41986,Comité de Usuarios Gasajpampa,Licencia,Agrícola,Manantial GELATOMA / Manantial PUKAPAMPA / Manantial QUISHUAR,Comité de Usuarios Gasajpampa,2095-2018 ANA-AAA.M,2018-12-11,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,Huayllabamba
41987,Comité de Usuarios de agua Garhuagollpa - Quingao,Licencia,Agrícola,Río GARHUAGOLLPA,Comité de Usuarios de agua Garhuagollpa - Quingao,2109-2018 ANA-AAA.M,2018-12-11,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,Ragash
41988,Comité de Usuarios del Sistema de Riego Uchugaga,Licencia,Agrícola,Manantial SALA,Comité de Usuarios del Sistema de Riego Uchugaga,2097-2018 ANA-AAA.M,2018-12-11,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,Sihuas
41989,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CENTRO POBLADO RURAL CUZCA,Licencia,Poblacional,Manantial QUINUAL / Manantial CUZCA,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CENTRO POBLADO RURAL CUZCA,1869-2018 ANA-AAA.M,2018-11-26,Marañón,Pomabamba,Intercuenca Alto Marañón V,Pomabamba,Parobamba
41990,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CASERÍO RURAL CAJAPANCA,Licencia,Poblacional,Manantial YACU ÑAHUIN 1 / Manantial YACU ÑAHUIN 2 / Manantial PILANCO-CASERIO CAJAPANCA,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CASERÍO RURAL CAJAPANCA,1870-2018 ANA-AAA.M,2018-11-26,Marañón,Pomabamba,Intercuenca Alto Marañón V,Pomabamba,Quinuabamba
41991,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CENTRO POBLADO RURAL SHUYPILLAY,Licencia,Poblacional,Manantial PUTAKA I / Manantial PUTAKA II / Manantial PUTAKA III / Manantial TOMA RAJRAJ - CASERIO CHUYPILLAY / Manantial GOTOSU,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CENTRO POBLADO RURAL SHUYPILLAY,1864-2018 ANA-AAA.M,2018-11-23,Marañón,Pomabamba,Intercuenca Alto Marañón V,Pomabamba,Parobamba
41992,COMITE DE USUARIOS DEL CANAL POROCSUCUCHO,Licencia,Agrícola,Quebrada POROCSUCUCHO,COMITE DE USUARIOS DEL CANAL POROCSUCUCHO,1853-2018 ANA-AAA.M,2018-11-23,Marañón,Pomabamba,Intercuenca Alto Marañón V,Pomabamba,Quinuabamba
41993,"Comité de Usuarios del Sistema de Riego Barroscocha, Chontarajra, Puyuguero, Maraybamba Arriba, Pumahuasi",Licencia,Agrícola,Quebrada CHONTARAJRA / Quebrada CHONTARAJRA,"Comité de Usuarios del Sistema de Riego Barroscocha, Chontarajra, Puyuguero, Maraybamba Arriba, Pumahuasi",2112-2018 ANA-AAA.M,2018-12-11,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,Sihuas
41994,COMITÉ DE USUARIOS DEL CANAL DE RIEGO COTOYACO,Licencia,Agrícola,Quebrada Grande (Uchupampa),COMITÉ DE USUARIOS DEL CANAL DE RIEGO COTOYACO,915-2021 ANA-AAA.M,2021-09-28,Marañón,Huamachuco,Intercuenca Alto Marañón V,Pallasca,Pampas
41995,Junta Administradora de Servicios de Saneamiento (JASS) del Centro Poblado Rural Ticapampa,Licencia,Poblacional,Manantial Champará / Manantial Torre Gaga,Junta Administradora de Servicios de Saneamiento (JASS) del Centro Poblado Rural Ticapampa,1213-2024 ANA-AAA.M,2024-08-26,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Llumpa
41996,Junta Administradora de Servicio y Saneamiento (JASS) del Centro Poblado Rural de Taulli,Licencia,Poblacional,Manantial Jogu / Quebrada Jogu,Junta Administradora de Servicio y Saneamiento (JASS) del Centro Poblado Rural de Taulli,0283-2025 ANA-AAA.M,2025-03-11,Marañón,Pomabamba,Intercuenca Alto Marañón V,Carlos Fermin Fitzcarrald,San Luis
41997,Junta Administradora de Servicios de Saneamiento (JASS) de Saucepampa.,Licencia,Poblacional,Manantial Ñahuin Yacu,Junta Administradora de Servicios de Saneamiento (JASS) de Saucepampa.,0697-2021 ANA-AAA.M,2021-06-30,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Lucma
41998,Comité de Usuarios Canal Ingenio,Licencia,Agrícola,Quebrada Ingenio / Quebrada Wishcash,Comité de Usuarios Canal Ingenio,359-2021 ANA-AAA.M,2021-03-17,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Piscobamba
41999,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO DE HUAYCHO Y YURAJYACU (JASS),Licencia,Poblacional,Manantial SHINGUARAJRA,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO DE HUAYCHO Y YURAJYACU (JASS),1866-2018 ANA-AAA.M,2018-11-23,Marañón,Pomabamba,Intercuenca Alto Marañón V,Pomabamba,Huayllan
42000,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CENTRO POBLADO RURAL DE CARHUAJ,Licencia,Poblacional,Manantial TRANCA,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CENTRO POBLADO RURAL DE CARHUAJ,1488-2019 ANA-AAA.M,2019-12-02,Marañón,Pomabamba,Intercuenca Alto Marañón V,Pomabamba,Pomabamba
42001,JUNTA ADMINISTRADORA DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO (JASS) DEL CASERIO RANRACOLCA SECTOR DE HUAMANHUANCO,Licencia,Poblacional,Manantial RARAJ CUCHO / Manantial AYRA PAJCHA,JUNTA ADMINISTRADORA DE LOS SERVICIOS DE AGUA POTABLE Y SANEAMIENTO (JASS) DEL CASERIO RANRACOLCA SECTOR DE HUAMANHUANCO,1472-2019 ANA-AAA.M,2019-12-02,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Casca
42002,"Comité de Usuarios del Canal Alpamayo-Pajash, Lateral Sector Cotocancha Alta",Licencia,Agrícola,Quebrada Alpamayo / Quebrada Quinuaragra,"Comité de Usuarios del Canal Alpamayo-Pajash, Lateral Sector Cotocancha Alta",0498-2025 ANA-AAA.M,2025-04-22,Marañón,Pomabamba,Intercuenca Alto Marañón V,Pomabamba,Pomabamba
42003,COMITE DE USUARIOS  DE AGUA KUECHCA LLAWINA COCHAPAMPA,Licencia,Agrícola,Río NEGRO / Manantial PISHCO,COMITE DE USUARIOS  DE AGUA KUECHCA LLAWINA COCHAPAMPA,508-2018 ANA-AAA.HCH,2018-07-06,Huarmey Chicama,Huaraz,Intercuenca Alto Marañón V,Carhuaz,Carhuaz
42004,Junta Administradora de Servicios de Saneamiento del Centro Poblado de Tincu,Licencia,Poblacional,Manantial Quita / Manantial Ñawin,Junta Administradora de Servicios de Saneamiento del Centro Poblado de Tincu,0444-2019 ANA-AAA.M,2019-05-24,Marañón,Pomabamba,Intercuenca Alto Marañón V,Asuncion,Chacas
42005,Junta Administradora de Servicios de Saneamiento del Caserío de Socos Huayá,Licencia,Poblacional,Quebrada Estanque 1 / Quebrada Estanque 2 / Manantial Wascarcocha / Manantial Ichich Ogo,Junta Administradora de Servicios de Saneamiento del Caserío de Socos Huayá,0443-2019 ANA-AAA.M,2019-05-24,Marañón,Pomabamba,Intercuenca Alto Marañón V,Asuncion,Chacas
42006,COMITE DE USUARIOS DE AGUA HUAGSHA,Licencia,Agrícola,Quebrada YUPAN,COMITE DE USUARIOS DE AGUA HUAGSHA,0717-2022 ANA-AAA.M,2022-08-15,Marañón,Huari,Intercuenca Alto Marañón V,Declarada: Huacaybamba,Declarado: Huacaybamba
42007,"COMITE DE USUARIOS CANAL CHUYAS - HUAYCHO, LATERAL SECTOR TINYASH",Licencia,Agrícola,Río JANCAPAMPA,"COMITE DE USUARIOS CANAL CHUYAS - HUAYCHO, LATERAL SECTOR TINYASH",2068-2018 ANA-AAA.M,2018-12-06,Marañón,Pomabamba,Intercuenca Alto Marañón V,Pomabamba,Huayllan
42008,COMITE DE USUARIOS DEL CANAL DE RIEGO CAPILLAPAMPA - CHAMPARA,Licencia,Agrícola,Quebrada Champara,COMITE DE USUARIOS DEL CANAL DE RIEGO CAPILLAPAMPA - CHAMPARA,260-2019 ANA - AAA.M,2019-04-10,Marañón,Pomabamba,Intercuenca Alto Marañón V,Pomabamba,Huayllan
42009,Junta Administradora de Agua Potable y Saneamiento del Sector Chuspin,Licencia,Poblacional,Manantial Shinwa 2 / Manantial Shinwa 1,Junta Administradora de Agua Potable y Saneamiento del Sector Chuspin,399-2021 ANA-AAA.M,2021-03-22,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Casca
42010,Junta Administradora de los Servicios de Saneamiento -JASS del Sector de Yacupañawin,Licencia,Poblacional,Manantial Yacupañawin 1 / Manantial Yacupañawin 2,Junta Administradora de los Servicios de Saneamiento -JASS del Sector de Yacupañawin,376-2021 ANA-AAA.M,2021-03-22,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Piscobamba
42011,Junta Administradora de Agua Potable y Saneamiento del Sector COCHAPAMPA,Licencia,Poblacional,Manantial Yuraj Padre 01 / Manantial Yuraj Padre 02 / Manantial Taulli / Manantial Cachina 1 / Manantial Cachina 2,Junta Administradora de Agua Potable y Saneamiento del Sector COCHAPAMPA,441-2021 ANA-AAA.M,2021-03-26,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Casca
42012,Junta Administradora de Servicios de Saneamiento (JASS) del Centro Poblado Rural de Ganto,Licencia,Poblacional,Manantial PUTAGA,Junta Administradora de Servicios de Saneamiento (JASS) del Centro Poblado Rural de Ganto,1885-2018 ANA-AAA.M,2018-11-26,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Eleazar Guzman Barron
42013,Junta Administradora de Servicios de Saneamiento (JASS) del Centro Poblado Rural de Huallán - Pampachacra,Licencia,Poblacional,Manantial BOCA DE PUMA,Junta Administradora de Servicios de Saneamiento (JASS) del Centro Poblado Rural de Huallán - Pampachacra,1886-2018 ANA-AAA.M,2018-11-26,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Eleazar Guzman Barron
42014,Junta Administradora de Servicios de Saneamiento (JASS) de la Localidad de Buena Esperanza de Cachuna,Licencia,Poblacional,Manantial Lucmarajra 2,Junta Administradora de Servicios de Saneamiento (JASS) de la Localidad de Buena Esperanza de Cachuna,0635-2025 ANA-AAA.M,2025-05-15,Marañón,Pomabamba,Intercuenca Alto Marañón V,Carlos Fermin Fitzcarrald,San Nicolas
42015,Junta Administradora de Servicios de Saneamiento (JASS) del Centro Poblado de Muchcas,Licencia,Poblacional,Manantial Ventanayoc / Manantial Patococha,Junta Administradora de Servicios de Saneamiento (JASS) del Centro Poblado de Muchcas,0051-2020 ANA-AAA.M,2020-01-20,Marañón,Pomabamba,Intercuenca Alto Marañón V,Carlos Fermin Fitzcarrald,San Luis
42016,Comité de Usuarios de Agua Jambon,Licencia,Agrícola,Quebrada Camchas,Comité de Usuarios de Agua Jambon,379-2021 ANA-AAA.M,2021-03-22,Marañón,Pomabamba,Intercuenca Alto Marañón V,Asuncion,Chacas
42017,Comité de Usuarios Canal Convento,Licencia,Agrícola,Quebrada Camchas,Comité de Usuarios Canal Convento,363-2021 ANA-AAA.M,2021-03-17,Marañón,Pomabamba,Intercuenca Alto Marañón V,Asuncion,Chacas
42018,Comité de Usuarios de Agua San Antonio de Lliuyaj,Licencia,Agrícola,Quebrada CHAQUICOCHA,Comité de Usuarios de Agua San Antonio de Lliuyaj,2071-2018 ANA-AAA.M,2018-12-06,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Llama
42019,Junta Administradora de Servicios y Saneamiento Sector Trama,Licencia,Poblacional,Manantial CHINCHIL / Manantial TARMA 2,Junta Administradora de Servicios y Saneamiento Sector Trama,2061-2018 ANA-AAA.M,2018-12-06,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Llama
42020,Junta Administradora de Servicios Saneamiento del Caserío de Piteg,Licencia,Poblacional,Manantial JATUNCOCHA / Manantial TARMA / Manantial POROCSO PAMPA,Junta Administradora de Servicios Saneamiento del Caserío de Piteg,2062-2018 ANA-AAA.M,2018-12-06,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Llama
42021,Junta Administradora de Servicios y Saneamiento del Sector Lliuyaj,Licencia,Poblacional,Manantial HUARIPATA,Junta Administradora de Servicios y Saneamiento del Sector Lliuyaj,2063-2018 ANA-AAA.M,2018-12-06,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Llama
42022,Junta Administradora de Servicios y Saneamiento del Sector de Carhuaj,Licencia,Poblacional,Manantial CHUPA TOMA,Junta Administradora de Servicios y Saneamiento del Sector de Carhuaj,1882-2018 ANA-AAA.M,2018-11-26,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Llama
42023,Junta Administradora de Servicios de Saneamiento (JASS) del Centro Poblado Rural de Machi,Licencia,Poblacional,Manantial GALLO CANTANAN / Manantial JUITURUMI,Junta Administradora de Servicios de Saneamiento (JASS) del Centro Poblado Rural de Machi,1884-2018 ANA-AAA.M,2018-11-26,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Eleazar Guzman Barron
42024,Comité de Usuarios del Canal de Riego Mal Paso - Atashin,Licencia,Agrícola,Quebrada MAL PASO,Comité de Usuarios del Canal de Riego Mal Paso - Atashin,1979-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Casca
42025,Comité de Usuarios del Canal Shongomajanan - Tingo,Licencia,Agrícola,Quebrada VIZCACHA,Comité de Usuarios del Canal Shongomajanan - Tingo,1980-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Musga
42026,Comité de Usuarios Canal Chivorajra - Vacas - Casca,Licencia,Agrícola,Quebrada CHIVORAGRA / Quebrada MAL PASO / Quebrada JATO / Quebrada ICHIC RAGRA / Quebrada CULANTRILLO / Quebrada RAJRAJ PAMPA / Quebrada JIRCA TUNA / Quebrada JACHAS,Comité de Usuarios Canal Chivorajra - Vacas - Casca,1981-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Casca
42027,Comité de Usuarios Canal Durashno,Licencia,Agrícola,Quebrada TRANCA,Comité de Usuarios Canal Durashno,1969-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Llama
42028,Comité de Usuarios Canal Calero,Licencia,Agrícola,Quebrada YURAJPADRE,Comité de Usuarios Canal Calero,1970-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Casca
42029,Comité de Usuarios Canal de RiegoTutapaj - Machí,Licencia,Agrícola,Quebrada TUTAPAJ,Comité de Usuarios Canal de RiegoTutapaj - Machí,1971-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Eleazar Guzman Barron
42030,Junta Administradora de Servicios y Saneamiento del Caserío de Pampamarca,Licencia,Poblacional,Quebrada PUCAYACU - PICHAS 1 / Quebrada PUCAYACU - PICHAS 2,Junta Administradora de Servicios y Saneamiento del Caserío de Pampamarca,2064-2018 ANA-AAA.M,2018-12-06,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Llama
42031,Junta Administradora de Servicios de Saneamiento (JASS) del Centro Poblado Rural de Huagllapuquio,Licencia,Poblacional,Manantial Puyaurajra / Manantial Hierbasanta Monte,Junta Administradora de Servicios de Saneamiento (JASS) del Centro Poblado Rural de Huagllapuquio,0706-2022 ANA-AAA.M,2022-08-11,Marañón,Pomabamba,Intercuenca Alto Marañón V,Carlos Fermin Fitzcarrald,San Nicolas
42032,Comité de Usuarios del Canal Vizcacha - Huayobamba,Licencia,Agrícola,Quebrada VIZCACHA,Comité de Usuarios del Canal Vizcacha - Huayobamba,1975-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Musga
42033,Comité de Usuarios del Canal de Riego Yanamayo - Huaripata,Licencia,Agrícola,Quebrada GAYCO / Quebrada ALPAMAYO,Comité de Usuarios del Canal de Riego Yanamayo - Huaripata,1976-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Casca
42034,Comité de Usuarios del Canal Yanamayo - Alpamayo,Licencia,Agrícola,Quebrada GAYCO / Quebrada ALPAMAYO,Comité de Usuarios del Canal Yanamayo - Alpamayo,1977-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Casca
42035,Comité de Regantes Gasga,Licencia,Agrícola,Quebrada PITZAC HUACHANAN,Comité de Regantes Gasga,1978-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Llama
42036,COMITÉ DE USUARIOS DE AGUA TOMA PARÁ USHNO,Licencia,Agrícola,Quebrada TOMA,COMITÉ DE USUARIOS DE AGUA TOMA PARÁ USHNO,1991-2018 ANA-AAA.M,2018-11-28,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Llumpa
42037,COMITÉ DE REGANTES AMAPAMPA - RAJO JURKUNAN,Licencia,Agrícola,Quebrada AMAPAMPA / Quebrada AIRAPAGSAC,COMITÉ DE REGANTES AMAPAMPA - RAJO JURKUNAN,1990-2018 ANA-AAA.M,2018-11-28,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Llumpa
42038,COMITÉ DE USUARIOS DEL CANAL QUISHUAR - SALAPAMPA ALTA,Licencia,Agrícola,Quebrada QUISHUAR,COMITÉ DE USUARIOS DEL CANAL QUISHUAR - SALAPAMPA ALTA,1983-2018 ANA-AAA.M,2018-11-28,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Llumpa
42039,"COMITÉ DE USUARIOS VIZCACHA, CAUCHOS CHAUPIHURAN",Licencia,Agrícola,Quebrada COLLOTA,"COMITÉ DE USUARIOS VIZCACHA, CAUCHOS CHAUPIHURAN",1984-2018 ANA-AAA.M,2018-11-28,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Musga
42040,COMITÉ DE USUARIOS DE AGUA DEL RESERVORIO CHAUPIS - MASQUI,Licencia,Agrícola,Bofedal ZANJAPAMPA,COMITÉ DE USUARIOS DE AGUA DEL RESERVORIO CHAUPIS - MASQUI,1985-2018 ANA-AAA.M,2018-11-28,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Lucma
42041,COMITE DE USUARIO DE AGUA UCHCU PATZA ESTRELLA DE ROMERAL,Licencia,Agrícola,Manantial UCHCOPACCHA,COMITE DE USUARIO DE AGUA UCHCU PATZA ESTRELLA DE ROMERAL,0715-2022 ANA-AAA.M,2022-08-15,Marañón,Huari,Intercuenca Alto Marañón V,Antonio Raymondi,Mirgas
42042,COMITÉ DE USUARIOS CANAL TASHTARURI - MACHAGUAYO ALTO,Licencia,Agrícola,Quebrada MACHAWAYO,COMITÉ DE USUARIOS CANAL TASHTARURI - MACHAGUAYO ALTO,2069-2018 ANA-AAA.M,2018-12-06,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Llumpa
42043,COMITÉ DE USUARIOS DE AGUA MASQUIYACU,Licencia,Agrícola,Quebrada MASQUIYACU / Manantial USHGOPILANCO,COMITÉ DE USUARIOS DE AGUA MASQUIYACU,2070-2018 ANA-AAA.M,2018-12-06,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Lucma
42044,COMITÉ DE USUARIOS CANAL OLIVO Y TARA,Licencia,Agrícola,Quebrada CONDOR ARMANAN,COMITÉ DE USUARIOS CANAL OLIVO Y TARA,2066-2018 ANA-AAA.M,2018-12-06,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Lucma
42045,COMITÉ DE USUARIOS CANAL CÓNDOR ARMANAN HILLAURO,Licencia,Agrícola,Quebrada CONDOR ARMANAN,COMITÉ DE USUARIOS CANAL CÓNDOR ARMANAN HILLAURO,2067-2018 ANA-AAA.M,2018-12-06,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Lucma
42046,COMITÉ DE USUARIOS DEL CANAL WECRUCUCHA - JATO,Licencia,Agrícola,Laguna WECRUCUCHA,COMITÉ DE USUARIOS DEL CANAL WECRUCUCHA - JATO,1982-2018 ANA-AAA.M,2018-11-28,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Lucma
42047,COMITÉ DE USUARIOS CHUCLLUSH,Licencia,Agrícola,Quebrada PUCAYACU,COMITÉ DE USUARIOS CHUCLLUSH,1952-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Llumpa
42048,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CENTRO POBLADO RURAL CALQUIBAMBA CHICO,Licencia,Poblacional,Manantial PUYAO UCRO I / Manantial PUYAO UCRO II,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CENTRO POBLADO RURAL CALQUIBAMBA CHICO,1914-2018 ANA-AAA.M,2018-11-26,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Llumpa
42049,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CENTRO POBLADO RURAL SHOCA,Licencia,Poblacional,Manantial ICHICTASHTA I / Manantial ICHICTASHTA II / Manantial ICHICTASHTA III / Manantial RAGRACUCHO / Manantial POROGSA / Manantial LUCUMAGAGA / Manantial SAGORURI,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CENTRO POBLADO RURAL SHOCA,1913-2019 ANA-AAA.M,2018-11-26,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Llumpa
42050,COMITÉ DE USUARIOS SHAYRIGIRCA,Licencia,Agrícola,Bofedal PICSAPAMPA,COMITÉ DE USUARIOS SHAYRIGIRCA,1986-2018 ANA-AAA.M,2018-11-28,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Llumpa
42051,COMITÉ DE USUARIOS RESERVORIO WAJTASH,Licencia,Agrícola,Manantial ROCOTO,COMITÉ DE USUARIOS RESERVORIO WAJTASH,1987-2018 ANA-AAA.M,2018-11-28,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Llumpa
42052,COMITÉ DE USUARIOS QUEBRADA MACHAWAYO,Licencia,Agrícola,Quebrada MACHAWAYO,COMITÉ DE USUARIOS QUEBRADA MACHAWAYO,1988-2018 ANA-AAA.M,2018-11-28,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Llumpa
42053,COMITÉ DE USUARIOS DEL CANAL DE IRRIGACIÓN PACARAJ QUITA,Licencia,Agrícola,Manantial QUITA / Quebrada EMPRESA / Manantial WISHYAGPATAC,COMITÉ DE USUARIOS DEL CANAL DE IRRIGACIÓN PACARAJ QUITA,1989-2018 ANA-AAA.M,2018-11-28,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Llumpa
42054,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CENTRO POBLADO RURAL LUCMABAMBA,Licencia,Poblacional,Manantial LUCIA / Manantial JATUN LUCMA,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CENTRO POBLADO RURAL LUCMABAMBA,1900-2018 ANA-AAA.M,2018-11-26,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Llumpa
42055,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DE LA LOCALIDAD DE CHINGUIL,Licencia,Poblacional,Manantial RAJO JURKUNAN,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DE LA LOCALIDAD DE CHINGUIL,1899-2018 ANA-AAA.M,2018-11-26,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Llumpa
42056,JUNTA ADMINISTRADORA DE LOS SERVICIOS DE SANEAMIENTO - JASS DEL CASERIO DE ACHCAY,Licencia,Poblacional,Quebrada MILLPO,JUNTA ADMINISTRADORA DE LOS SERVICIOS DE SANEAMIENTO - JASS DEL CASERIO DE ACHCAY,1898-2018 ANA-AAA.M,2018-11-26,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Llumpa
42057,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CENTRO POBLADO RURAL QUITARACZA,Licencia,Poblacional,Manantial PACCHAC ENWUA,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CENTRO POBLADO RURAL QUITARACZA,1897-2018 ANA-AAA.M,2018-11-26,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Llumpa
42058,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DE LA LOCALIDAD DE ROCAPAMPA,Licencia,Poblacional,Manantial ROCAPAMPA / Manantial UCHKUYAKU,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DE LA LOCALIDAD DE ROCAPAMPA,1916-2018 ANA-AAA.M,2018-11-26,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Llumpa
42059,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DE LA LOCALIDAD DE CALQUIBAMBA,Licencia,Poblacional,Manantial PAQTSA,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DE LA LOCALIDAD DE CALQUIBAMBA,1915-2018 ANA-AAA.M,2018-11-26,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Llumpa
42060,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO CHAUPI CRUZ (JASS) DEL CENTRO POBLADO RURAL POCHGOJ,Licencia,Poblacional,Manantial MITUPAMPA,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO CHAUPI CRUZ (JASS) DEL CENTRO POBLADO RURAL POCHGOJ,1906-2018 ANA-AAA.M,2018-11-26,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Lucma
