ID_registro,Titular,Clase de derecho,Tipo de uso,Fuente de agua,Descripción,Resolución,Fecha de resolución,Autoridad Administrativa del Agua,Administración Local de Agua,Unidad hidrográfica,Provincia,Distrito
41916,Junta Administradora de Servicios de Saneamiento (JASS) del Centro Poblado Rural de Sacsay,Licencia,Poblacional,Manantial OJO BLANCO,Junta Administradora de Servicios de Saneamiento (JASS) del Centro Poblado Rural de Sacsay,1950-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,Huayllabamba
41917,Junta Administradora de Servicios de Saneamiento (JASS) del Centro Poblado Rural de Llama,Licencia,Poblacional,Manantial AHIJADERO / Manantial NUEVA ESPERANZA,Junta Administradora de Servicios de Saneamiento (JASS) del Centro Poblado Rural de Llama,1945-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,Huayllabamba
41918,Junta Administradora de Servicios de Saneamiento (JASS) del Centro Poblado Rural de Colcabamba,Licencia,Poblacional,Manantial MILLSHPUQUIO / Manantial PAUCA / Manantial PRIMAVERA,Junta Administradora de Servicios de Saneamiento (JASS) del Centro Poblado Rural de Colcabamba,1948-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,Huayllabamba
41919,"Junta Administradora de los Servicios de Saneamiento (JASS),del Distrito de Huayllabamba",Licencia,Poblacional,Manantial BERNITOHUAYLLA / Manantial UTCHCUCHCO / Manantial YANACOCHA I / Manantial YANACOCHA II,"Junta Administradora de los Servicios de Saneamiento (JASS),del Distrito de Huayllabamba",1934-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,Huayllabamba
41920,Junta Administradora de Servicios de Saneamiento (JASS) del Centro Poblado Rural de San Juan Pampa,Licencia,Poblacional,Manantial PUTAGA / Manantial Gallo Huanganan,Junta Administradora de Servicios de Saneamiento (JASS) del Centro Poblado Rural de San Juan Pampa,1936-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,Ragash
41921,Junta de Administración de Saneamiento de Servicios JASS del Sector Arahuay,Licencia,Poblacional,Manantial SAN MARTIN / Manantial TECUHUAGANAN,Junta de Administración de Saneamiento de Servicios JASS del Sector Arahuay,1951-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,San Juan
41922,Junta Administradora de Servicios de Saneamiento (JASS) del Caserío de Santa Rosa de Colpa,Licencia,Poblacional,Manantial TOMA / Manantial MESAGAGA / Manantial MELLISH ALIZO,Junta Administradora de Servicios de Saneamiento (JASS) del Caserío de Santa Rosa de Colpa,1938-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,San Juan
41923,Junta Administradora de los Servicios de Saneamiento - JASS de la Localidad de Cochabamba,Licencia,Poblacional,Manantial QUITARACSA I / Manantial QUITARACSA II / Manantial QUITARACSA III / Manantial SECEHUAYLLA,Junta Administradora de los Servicios de Saneamiento - JASS de la Localidad de Cochabamba,1920-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Fidel Olivas Escudero
41924,Junta Administradora de Servicios de Saneamiento (JASS) del Centro Poblado Rural de la Comunidad San Juan Bautista de Pumpa,Licencia,Poblacional,Manantial HABAS JIRCA / Manantial PILANCO / Manantial RAMBRASTUNA,Junta Administradora de Servicios de Saneamiento (JASS) del Centro Poblado Rural de la Comunidad San Juan Bautista de Pumpa,1883-2018 ANA-AAA.M,2018-11-26,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Eleazar Guzman Barron
41925,Junta Administradora de los Servicios de Saneamiento - JASS de la Localidad Pucahirca,Licencia,Poblacional,Laguna JANCHISCOCHA,Junta Administradora de los Servicios de Saneamiento - JASS de la Localidad Pucahirca,1921-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Fidel Olivas Escudero
41926,Junta Administradora de Servicios de Saneamiento (JASS) del Centro Poblado Rural de Bellavista,Licencia,Poblacional,Manantial QUISHUAR / Manantial SHINHUAPUCRE,Junta Administradora de Servicios de Saneamiento (JASS) del Centro Poblado Rural de Bellavista,1932-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,Cashapampa
41927,Junta Administradora de Servicios de Saneamiento (JASS) del Centro Poblado Rural Cashapampa,Licencia,Poblacional,Manantial ALAGUAY,Junta Administradora de Servicios de Saneamiento (JASS) del Centro Poblado Rural Cashapampa,1943-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,Cashapampa
41928,Junta Administradora de Servicios de Saneamiento (JASS) del Centro Poblado Rural Huanchaj,Licencia,Poblacional,Manantial RAYAMPAMPA / Manantial RAYAMPAMPA II,Junta Administradora de Servicios de Saneamiento (JASS) del Centro Poblado Rural Huanchaj,1933-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,Cashapampa
41929,Comité de Usuarios de Agua Tuma Rajra Pampa Nueva,Licencia,Agrícola,Quebrada Tuma Rajra,Comité de Usuarios de Agua Tuma Rajra Pampa Nueva,0814-2023 ANA-AAA.M,2023-11-01,Marañón,Pomabamba,Intercuenca Alto Marañón V,Pomabamba,Parobamba
41930,Junta Administradora de Servicios de Saneamiento (JASS) denominado Chicago del caserío de Santa Cruz,Licencia,Poblacional,Manantial Pajtza Bamba,Junta Administradora de Servicios de Saneamiento (JASS) denominado Chicago del caserío de Santa Cruz,1065-2022 ANA-AAA.M,2022-12-14,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,San Juan
41931,Junta Administradora de los Servicios de Saneamiento - JASS de la Localidad de Chancasa,Licencia,Poblacional,Manantial MILLPO I / Manantial MILLPO II / Manantial UCHKU,Junta Administradora de los Servicios de Saneamiento - JASS de la Localidad de Chancasa,2065-2018 ANA-AAA.M,2018-12-06,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Fidel Olivas Escudero
41932,Junta Administradora de los Servicios de Saneamiento - JASS de la Localidad de Parco,Licencia,Poblacional,Manantial HUANGANCO / Manantial YACU PASHTAC,Junta Administradora de los Servicios de Saneamiento - JASS de la Localidad de Parco,1917-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Fidel Olivas Escudero
41933,Junta Administradora de los Servicios de Saneamiento - JASS de la Localidad de Sisco,Licencia,Poblacional,Manantial YACUÑAHUIN / Manantial JALLCAPILANCO,Junta Administradora de los Servicios de Saneamiento - JASS de la Localidad de Sisco,1918-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Fidel Olivas Escudero
41934,Junta Administradora de los Servicios de Saneamiento - JASS de la Localidad de Sanachgan,Licencia,Poblacional,Manantial ICHIC MONTE / Manantial MISHI RAJRA,Junta Administradora de los Servicios de Saneamiento - JASS de la Localidad de Sanachgan,1919-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Mariscal Luzuriaga,Fidel Olivas Escudero
41935,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CENTRO POBLADO RURAL RAJRAJ,Licencia,Poblacional,Manantial SAGA I / Manantial SAGA II,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CENTRO POBLADO RURAL RAJRAJ,1855-2018 ANA-AAA.M,2018-11-23,Marañón,Pomabamba,Intercuenca Alto Marañón V,Pomabamba,Parobamba
41936,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL DISTRITO DE QUINUABAMBA,Licencia,Poblacional,Manantial YACUPA ÑAHUIN I / Manantial YACUPA ÑAHUIN II / Manantial BANDERAYOC I / Manantial BANDERAYOC II / Manantial LLAURO,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL DISTRITO DE QUINUABAMBA,1856-2018 ANA-AAA.M,2018-11-23,Marañón,Pomabamba,Intercuenca Alto Marañón V,Pomabamba,Quinuabamba
41937,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL RURAL DE JARAHURAN - JACHAPUSHCO,Licencia,Poblacional,Manantial YIPIA,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL RURAL DE JARAHURAN - JACHAPUSHCO,1857-2018 ANA-AAA.M,2018-11-23,Marañón,Pomabamba,Intercuenca Alto Marañón V,Pomabamba,Quinuabamba
41938,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CASERÍO DE PISCOS,Licencia,Poblacional,Manantial CHAQUI QUENHUA I / Manantial CHAQUI QUENHUA II / Quebrada COCHAPAMPA,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CASERÍO DE PISCOS,1858-2018 ANA-AAA.M,2018-11-23,Marañón,Pomabamba,Intercuenca Alto Marañón V,Pomabamba,Quinuabamba
41939,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CENTRO POBLADO RURAL PAROBAMBA NUEVO,Licencia,Poblacional,Manantial HUARIPAMPA / Manantial CANCHAN,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CENTRO POBLADO RURAL PAROBAMBA NUEVO,1859-2018 ANA-AAA.M,2018-11-23,Marañón,Pomabamba,Intercuenca Alto Marañón V,Pomabamba,Parobamba
41940,Comité de Usuarios de Agua del Canal de Riego Toma Segsibamba,Licencia,Agrícola,Manantial Pampayacu 1 / Manantial Pampayacu 2 / Manantial Aliso 1 / Manantial Aliso 2 / Manantial Aliso 3 / Manantial Cuchu / Manantial Rosas / Quebrada Pampayacu / Quebrada Toma,Comité de Usuarios de Agua del Canal de Riego Toma Segsibamba,0429-2023 ANA-AAA.M,2023-06-05,Marañón,Pomabamba,Intercuenca Alto Marañón V,Pomabamba,Parobamba
41941,Comité de Usuarios de Agua Witron Tunashirca,Licencia,Agrícola,Quebrada Witron,Comité de Usuarios de Agua Witron Tunashirca,1127-2024 ANA-AAA.M,2024-08-13,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,Sihuas
41942,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CASERÍO DE COLPA,Licencia,Poblacional,Manantial MINAS-CASERIO PISCOS / Manantial YACUPA ÑAHUIN / Manantial HATUM HUAYLLA,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CASERÍO DE COLPA,1873-2018 ANA-AAA.M,2018-11-26,Marañón,Pomabamba,Intercuenca Alto Marañón V,Pomabamba,Quinuabamba
41943,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CASERÍO DE SANTA CRUZ,Licencia,Poblacional,Manantial GUERO PUNTA,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CASERÍO DE SANTA CRUZ,1872-2018 ANA-AAA.M,2018-11-26,Marañón,Pomabamba,Intercuenca Alto Marañón V,Pomabamba,Quinuabamba
41944,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CASERÍO DE TARACUCHO,Licencia,Poblacional,Manantial PUKA MACHAY / Manantial ILLAURO,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CASERÍO DE TARACUCHO,1871-2018 ANA-AAA.M,2018-11-26,Marañón,Pomabamba,Intercuenca Alto Marañón V,Pomabamba,Quinuabamba
41945,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CASERÍO DE COCHATUCOJ,Licencia,Poblacional,Manantial ROMERO I / Manantial ROMERO II / Manantial ROMERO III,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CASERÍO DE COCHATUCOJ,1854-2018 ANA-AAA.M,2018-11-23,Marañón,Pomabamba,Intercuenca Alto Marañón V,Pomabamba,Quinuabamba
41946,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CENTRO POBLADO RURAL PAMPA NUEVA,Licencia,Poblacional,Manantial PAMPA YACU / Manantial TOMA RAJRAJ,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CENTRO POBLADO RURAL PAMPA NUEVA,1863-2018 ANA-AAA.M,2018-11-23,Marañón,Pomabamba,Intercuenca Alto Marañón V,Pomabamba,Parobamba
41947,Comité de Usuarios Sistema de Riego Ajtuy - Lluychubamba,Licencia,Agrícola,Manantial Ajtuy,Comité de Usuarios Sistema de Riego Ajtuy - Lluychubamba,0430-2023 ANA-AAA.M,2023-06-05,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,Quiches
41948,comité de Usuarios de Agua del canal Sejsipunta Tablagaga Potreropampa,Licencia,Agrícola,Quebrada SEJSIPUNTA / Quebrada TABLAGAGA,comité de Usuarios de Agua del canal Sejsipunta Tablagaga Potreropampa,1066-2022 ANA-AAA.M,2022-12-14,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,San Juan
41949,COMITÉ DE USUARIOS DEL CANAL DE RIEGO PEROL,Licencia,Agrícola,Quebrada MISTHIACO (HUANZA - ACOBAMBA),COMITÉ DE USUARIOS DEL CANAL DE RIEGO PEROL,1444-2020 ANA-AAA.M,2020-12-29,Marañón,Huamachuco,Intercuenca Alto Marañón V,Sihuas,Acobamba
41950,Junta Administradora de Servicios de Saneamiento JASS de la localidad de Ayaviña,Licencia,Poblacional,Manantial PAJCHANGA,Junta Administradora de Servicios de Saneamiento JASS de la localidad de Ayaviña,351-2019 ANA-AAA.M,2019-05-02,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,Ragash
41951,Junta Administradora de Servicios de Saneamiento (JASS) de Rogaco,Licencia,Poblacional,Manantial Pilanco,Junta Administradora de Servicios de Saneamiento (JASS) de Rogaco,0348-2024 ANA-AAA.M,2024-04-04,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,Sicsibamba
41952,Junta Administradora de Servicios de Saneamiento” (JASS) del Sector Huayumpampa Alto del Caserío de Quircabamba.,Licencia,Poblacional,Manantial Escuria / Manantial Sirhua,Junta Administradora de Servicios de Saneamiento” (JASS) del Sector Huayumpampa Alto del Caserío de Quircabamba.,1098-2022 ANA-AAA.M,2022-12-19,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,San Juan
41953,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO  (JASS) DEL CENTRO POBLADO RURAL PURUPURU DEL DISTRITO DE SICSIBAMBA,Licencia,Poblacional,Manantial ÑAWIN YACU 1 / Manantial ÑAWIN YACU 2 / Manantial ÑAWIN YACU 3 / Manantial ÑAWIN YACU 4,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO  (JASS) DEL CENTRO POBLADO RURAL PURUPURU DEL DISTRITO DE SICSIBAMBA,1889-2018 ANA-AAA.M,2018-11-26,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,Sicsibamba
41954,COMITE DE USUARIOS HUARANGAY- COLCABAMBA,Licencia,Agrícola,Río ANDAYMAYO,COMITE DE USUARIOS HUARANGAY- COLCABAMBA,1958-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,San Juan
41955,JUNTA DE ADMINISTRACION DE SANEAMIENTO  DE SERVICIOS (JASS) DE  AGUA DEL SECTOR DE UTZUJPAMPA DEL CASERIO DE QUIRCABAMBA DEL DISTRITO DE SAN JUAN- SIHUAS-ANCASH,Licencia,Poblacional,Manantial COCHAPAMPA / Manantial PACCHA / Manantial SEGSIPAMPA,JUNTA DE ADMINISTRACION DE SANEAMIENTO  DE SERVICIOS (JASS) DE  AGUA DEL SECTOR DE UTZUJPAMPA DEL CASERIO DE QUIRCABAMBA DEL DISTRITO DE SAN JUAN- SIHUAS-ANCASH,1894-2018 ANA-AAA.M,2018-11-26,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,San Juan
41956,JUNTA DE ADMINISTRACION DE SANEAMIENTO  DE SERVICIOS JASS DEL CASERIO MITOBAMBA DEL DISTRITO DE SAN JUAN-SIHUAS-ANCASH,Licencia,Poblacional,Quebrada MUYURAJRA / Manantial GANTO,JUNTA DE ADMINISTRACION DE SANEAMIENTO  DE SERVICIOS JASS DEL CASERIO MITOBAMBA DEL DISTRITO DE SAN JUAN-SIHUAS-ANCASH,1895-2018 ANA-AAA.M,2018-11-26,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,San Juan
41957,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO  (JASS) DEL SECTOR INCA YACU DEL CASERIO DE HUACHINA,Licencia,Poblacional,Manantial KECHUAS,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO  (JASS) DEL SECTOR INCA YACU DEL CASERIO DE HUACHINA,1878-2018 ANA-AAA.M,2018-11-26,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,San Juan
41958,JUNTA DE ADMINISTRACION DE SANEAMIENTO  DE SERVICIOSJASS SECTOR COCHAPAMPA DEL CASERIO  SANTA CRUZ DE LA JURISDICCION DEL DISTRITO DE SAN JUAN - SIHUAS- ANCASH,Licencia,Poblacional,Manantial COCHAPAMPA,JUNTA DE ADMINISTRACION DE SANEAMIENTO  DE SERVICIOSJASS SECTOR COCHAPAMPA DEL CASERIO  SANTA CRUZ DE LA JURISDICCION DEL DISTRITO DE SAN JUAN - SIHUAS- ANCASH,1875-2018 ANA-AAA.M,2018-11-26,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,San Juan
41959,COMITE DE USUARIOS DE AGUA SANTO TORIBIO DE UMBE,Licencia,Agrícola,Quebrada ASHNUPOTRERO / Quebrada PACHACHACA,COMITE DE USUARIOS DE AGUA SANTO TORIBIO DE UMBE,1964-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,Sicsibamba
41960,COMITE DE USUARIOS DE AGUA DEL CANAL DE RIEGO UTUTUBADO YANAHIRCA,Licencia,Agrícola,Quebrada UTUTUBADO / Quebrada PARGO,COMITE DE USUARIOS DE AGUA DEL CANAL DE RIEGO UTUTUBADO YANAHIRCA,1965-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,San Juan
41961,COMITE DE USUARIOS DEL AGUA DE SISTEMA DE RIEGO  SIRHUA  CHONTAHIRCA,Licencia,Agrícola,Quebrada JAYAC,COMITE DE USUARIOS DEL AGUA DE SISTEMA DE RIEGO  SIRHUA  CHONTAHIRCA,1967-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,San Juan
41962,COMITE DE USUARIOS DE AGUA DEL SISTEMA DE RIEGO DE LLACHI ALTO,Licencia,Agrícola,Quebrada POCHGO,COMITE DE USUARIOS DE AGUA DEL SISTEMA DE RIEGO DE LLACHI ALTO,1960-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,San Juan
41963,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CENTRO POBLADO RURAL  HUARACAYOJ DEL DISTRITO DE SICSIBAMBA,Licencia,Poblacional,Manantial ÑAWIN 1 / Manantial ÑAWIN 2,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CENTRO POBLADO RURAL  HUARACAYOJ DEL DISTRITO DE SICSIBAMBA,1892-2018 ANA-AAA.M,2018-11-26,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,Sicsibamba
41964,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CENTRO POBLADO RURAL DE UMBE,Licencia,Poblacional,Manantial Chillcahuaylla 1 / Manantial Chillcahuaylla 2 / Manantial Chillcahuaylla 3 / Manantial Chillcahuaylla 4 / Manantial Chillcahuaylla 5 / Manantial Chillcahuaylla 6 / Manantial Chillcahuaylla,JUNTA ADMINISTRADORA DE SERVICIOS DE SANEAMIENTO (JASS) DEL CENTRO POBLADO RURAL DE UMBE,1891-2018 ANA-AAA.M,2018-11-26,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,Sicsibamba
41965,COMITE DE USUARIOS DEL CANAL DE RIEGO ARAHUAY - HUACHINA,Licencia,Agrícola,Quebrada ARAHUAY,COMITE DE USUARIOS DEL CANAL DE RIEGO ARAHUAY - HUACHINA,1956-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,San Juan
41966,COMITE DE USUARIOS DE AGUA DEL CANAL DE RIEGO CHINCHOBAMBA,Licencia,Agrícola,Río CHINCHOBAMBA,COMITE DE USUARIOS DE AGUA DEL CANAL DE RIEGO CHINCHOBAMBA,1957-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,San Juan
41967,COMITE DE USUARIOS DEL CANAL CUCHICANCHA Y PACPAC,Licencia,Agrícola,Quebrada CUCHICANCHA / Quebrada ARAHUAY / Quebrada ARAHUAY,COMITE DE USUARIOS DEL CANAL CUCHICANCHA Y PACPAC,1954-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,San Juan
41968,COMITE DE USUARIOS DE AGUA DEL SISTEMA DE RIEGO YAHUARCALLQUI SANTA LUCIA DE TOROCAPANA,Licencia,Agrícola,Quebrada YAHUARCALLQUI / Manantial SHIRACACUCHO / Manantial PUMACUCHO,COMITE DE USUARIOS DE AGUA DEL SISTEMA DE RIEGO YAHUARCALLQUI SANTA LUCIA DE TOROCAPANA,1962-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,San Juan
41969,COMITE DE USUARIOS DE TASHTA CUCHO PILANCO,Licencia,Agrícola,Filtración TASHTA CUCHO 2 / Filtración PILANCO 1 / Filtración PILANCO 2 / Filtración TASHTA CUCHO 1,COMITE DE USUARIOS DE TASHTA CUCHO PILANCO,1968-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,San Juan
41970,COMITE DE USUARIOS DE AGUA- SAN ANDRES ALTO,Licencia,Agrícola,Manantial HUEGLLAGAGA / Quebrada YAHUARCALLQUI,COMITE DE USUARIOS DE AGUA- SAN ANDRES ALTO,2073-2018 ANA-AAA.M,2018-12-06,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,San Juan
41971,Comité de Usuarios Canal de Usuarios Manta,Licencia,Agrícola,Quebrada PAICARAN / Quebrada CARBON OCCHAPATA / Quebrada PAICARAN,Comité de Usuarios Canal de Usuarios Manta,2100-2018 ANA-AAA.M,2018-12-11,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,Ragash
41972,Comité de Regantes Cachona,Licencia,Agrícola,Quebrada ISHPAJ,Comité de Regantes Cachona,2093-2018 ANA-AAA.M,2018-12-11,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,Ragash
41973,COMITE DE USUARIOS DE AGUA DE SISTEMA DE RIEGO SAN JUAN CHICO,Licencia,Agrícola,Manantial CARBON / Manantial CARBON,COMITE DE USUARIOS DE AGUA DE SISTEMA DE RIEGO SAN JUAN CHICO,1966-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,San Juan
41974,COMITE DE USUARIOS DE RIEGO PURUPURO,Licencia,Agrícola,Quebrada ULLUNTUG,COMITE DE USUARIOS DE RIEGO PURUPURO,1955-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,Sicsibamba
41975,COMITE DE USUARIOS DE AGUA DEL CANAL TINCO - MITOBAMBA,Licencia,Agrícola,Río MITOBAMBA,COMITE DE USUARIOS DE AGUA DEL CANAL TINCO - MITOBAMBA,1953-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,San Juan
41976,COMITE DE REGANTES SAN FRANCISCO DE ASIS,Licencia,Agrícola,Quebrada PALO SECO,COMITE DE REGANTES SAN FRANCISCO DE ASIS,1961-2018 ANA-AAA.M,2018-11-27,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,San Juan
41977,Comité de Usuarios de Agua del Sistema de Riego Perjil - Paicaran,Licencia,Agrícola,Quebrada PEREJIL,Comité de Usuarios de Agua del Sistema de Riego Perjil - Paicaran,2099-2018 ANA-AAA.M,2018-12-11,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,Ragash
41978,Comité de Usuarios del Agua Sistema de Riego Espadilla - Usamasanga,Licencia,Agrícola,Quebrada BATIARRUMI O ESPADILLA / Quebrada GANCHARAGRA / Quebrada POROCCHOPAMPA / Quebrada TACHTA,Comité de Usuarios del Agua Sistema de Riego Espadilla - Usamasanga,2110-2018 ANA-AAA.M,2018-12-11,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,Ragash
41979,Comité de Usuarios del Sistema de Riego de Pingullo,Licencia,Agrícola,Quebrada COLPA,Comité de Usuarios del Sistema de Riego de Pingullo,2098-2018 ANA-AAA.M,2018-12-11,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,Sihuas
41980,Comité de Usuarios de Agua del Canal Chorropampa,Licencia,Agrícola,Quebrada CHORROPAMPA / Quebrada CHORROPAMPA,Comité de Usuarios de Agua del Canal Chorropampa,2092-2018 ANA-AAA.M,2018-12-11,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,Ragash
41981,Comité de Usuarios La Esperanza,Licencia,Agrícola,Quebrada PAICARA / Quebrada GAYCO,Comité de Usuarios La Esperanza,2101-2018 ANA-AAA.M,2018-12-11,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,Ragash
41982,Comité de Usuarios Gallo Cantanan,Licencia,Agrícola,Quebrada GALLO CANTANAN / Quebrada TRANCA,Comité de Usuarios Gallo Cantanan,2111-2018 ANA-AAA.M,2018-12-11,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,Sihuas
41983,Comité de Usuarios del Canal Gayco-Shitanga-Chullapa,Licencia,Agrícola,Quebrada Gayco,Comité de Usuarios del Canal Gayco-Shitanga-Chullapa,0178-2023 ANA-AAA.M,2023-03-16,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,San Juan
41984,Comité de Usuarios Armonia Yuncajllo - Colpa,Licencia,Agrícola,Quebrada COLPA / Quebrada COLPA / Quebrada COLPA / Quebrada COLPA,Comité de Usuarios Armonia Yuncajllo - Colpa,2096-2018 ANA-AAA.M,2018-12-11,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,Cashapampa
41985,Comité de Regantes Agoshirca,Licencia,Agrícola,Quebrada COLPA,Comité de Regantes Agoshirca,2094-2018 ANA-AAA.M,2018-12-11,Marañón,Pomabamba,Intercuenca Alto Marañón V,Sihuas,Sihuas
