ID_registro;N;UBIGEO;DEPARTAMENTO;PROVINCIA;DISTRITO;RUC;MUNI_ADMINISTRA;COD_UF;DENOMINACIÓN;ZONA;ESTE;NORTE;PERIMETRO;ÁREA_M2;ÁREA_HA;MUNI_DISPONEN;CANT_DISP;SEGREGA;CRIANZA_ANIM;QUEMA_RRSS;RRSS_SALUD;RRSS_INDU;AGUAJAL;BOFEDAL;PANTANO;AMORTIGUAMIENTO_ANP;ANP;CATEGORIA;AÑO_INCORPORACION;DOCUMENTO_INCORPORACION;DOCUMENTO_ACTUALIZACION;PLAN_RECUPERACION_RECONVERSION
36622;253;30101;Apurímac;Abancay;Abancay;20148182788;MUNICIPALIDAD PROVINCIAL DE ABANCAY;UF0038315;Botadero Imponeda Abancay;18;723312.8608;8490077.7785;289.51;4785;0.4785;Municipalidad provincial de Abancay;80;No;No;No;No;No;No;No;No;No;No;Recuperación;2024;Resolución N.° 00052-2024-OEFA/DSIS;;
36623;254;30101;Apurímac;Abancay;Abancay;"20148182788
20175824619";"MUNICIPALIDAD PROVINCIAL DE ABANCAY
MUNICIPALIDAD DISTRITAL DE TAMBURCO";UF0037974;Botadero Pachachaca;18;723726.0;8487822.0;620.56;20000;2;Municipalidad provincial de Abancay,  Municipalidad distrital de Tamburco;60;No;No;No;No;No;No;No;No;No;No;Recuperación;2024;Resolución N.° 00052-2024-OEFA/DSIS;Resolución N.° 00140-2024-OEFA/DSIS;
36624;255;30102;Apurímac;Abancay;Chacoche;20216026048;MUNICIPALIDAD DISTRITAL DE CHACOCHE;UF0009484;Botadero Chaccocerca;18;716821.0;8457936.0;73.318705;325.460862;0.032546;Municipalidad distrital de Chacoche;0.39;No;No;Si;Si;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36625;256;30102;Apurímac;Abancay;Chacoche;20216026048;MUNICIPALIDAD DISTRITAL DE CHACOCHE;UF0034663;Botadero Huaranginayoc;18;713048.0;8462510.0;1400;10000;1;Municipalidad Distrital de Chacoche;0.285;No;No;Si;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS;;
36626;257;30103;Apurímac;Abancay;Circa;20173249421;MUNICIPALIDAD DISTRITAL DE CIRCA;UF0009761;Botadero Huayrachina;18;729338.0;8464824.0;59.9;250;0.025;Municipalidad distrital de Circa;0.13;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;Resolución N.° 00028-2025-OEFA/DSIS;
36627;258;30104;Apurímac;Abancay;Curahuasi;20185897967;MUNICIPALIDAD DISTRITAL DE CURAHUASI;UF0010831;Botadero Uchupata;18;753058.0;8500385.0;329.485065;6282.037961;0.628204;Municipalidad distrital de Curahuasi;7.44;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36628;259;30105;Apurímac;Abancay;Huanipaca;20192088772;MUNICIPALIDAD DISTRITAL HUANIPACA;UF0010071;Botadero Pacpiri;18;725002.0;8506424.0;87.23752;458.803111;0.04588;Municipalidad distrital de Huanipaca;0;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36629;260;30105;Apurímac;Abancay;Huanipaca;20192088772;MUNICIPALIDAD DISTRITAL HUANIPACA;UF0035312;Botadero Mutcapata;18;723545.0;8508168.0;115.7;770;0.077;Municipalidad Distrital de Huanipaca;0.0006;No;No;No;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00067-2022-OEFA/DSIS;;
36630;261;30106;Apurímac;Abancay;Lambrama;20163033136;MUNICIPALIDAD DE LAMBRAMA;UF0010126;Botadero Paspaccata;18;740647.0;8465955.0;70.61944;290.031388;0.029003;Municipalidad distrital de Lambrama;0.95;No;No;No;Si;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36631;262;30106;Apurímac;Abancay;Lambrama;20163033136;MUNICIPALIDAD DE LAMBRAMA;UF0034664;Botadero Tanccama;18;741261.0;8467175.0;1000;40000;4;Municipalidad Distrital de Lambrama;0.15;No;No;No;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS;;
36632;263;30106;Apurímac;Abancay;Lambrama;20148182788;MUNICIPALIDAD PROVINCIAL DE ABANCAY;UF0038316;Botadero Chocchopesana Lambrama;18;725171.8887;8481440.269;792.96;41869;4.1869;Municipalidad provincial de Abancay;80;No;No;No;No;No;No;No;No;No;No;Recuperación;2024;Resolución N.° 00052-2024-OEFA/DSIS;;
36633;264;30107;Apurímac;Abancay;Pichirhua;20148182869;MUNICIPALIDAD DISTRITAL DE PICHIRHUA;UF0010351;Botadero S/N;18;708430.0;8466654.0;27;32;0.00321;Municipalidad distrital de Pichirhua;0.97;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36634;265;30107;Apurímac;Abancay;Pichirhua;20148182869;MUNICIPALIDAD DISTRITAL DE PICHIRHUA;UF0034665;Botadero Yura Yurac;18;709749.0;8465120.0;98.1;604;0.0604;Municipalidad Distrital de Pichirhua;0.2;No;No;No;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00054-2022-OEFA/DSIS;Resolución N.° 00028-2025-OEFA/DSIS;
36635;266;30108;Apurímac;Abancay;San Pedro de Cachora;20172935673;MUNICIPALIDAD DISTRITAL SAN PEDRO DE CACHORA;UF0009765;Botadero Huilcayoc;18;739128.04;8510195.59;100;451;0.0451;Municipalidad distrital de San Pedro de Cachora;0.8;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;Resolución N.° 00002-2025-OEFA/DSIS;
36636;267;30202;Apurímac;Andahuaylas;Andarapa;20207761886;MUNICIPALIDAD DISTRITAL DE ANDARAPA;UF0009696;Botadero en el Sector Puituc;18;676274.0;8505736.0;177;1800;0.18;Municipalidad distrital de Andarapa;0.02;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;Resolución N.° 00024-2025-OEFA/DSIS;
36637;268;30203;Apurímac;Andahuaylas;Chiara;20201231681;MUNICIPALIDAD DISTRITAL DE CHIARA;UF0009496;Botadero Chaupiorcco;18;644106.0;8465844.0;52.171738;152.173127;0.015217;Municipalidad distrital de Chiara;0.6;No;No;Si;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36638;269;30204;Apurímac;Andahuaylas;Huancarama;20192041628;MUNICIPALIDAD DISTRITAL DE PACOBAMBA;UF0009698;Botadero en el Sector Quishuarpampa;18;708127.0;8492477.0;230;3500;0.35;Municipalidad distrital de Pacobamba;0.4;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;Resolución N.° 00103-2024-OEFA/DSIS;
36639;270;30205;Apurímac;Andahuaylas;Huancaray;20163031192;MUNICIPALIDAD DISTRITAL SAN ANTONIO DE CACHI;UF0010225;Botadero Quishue;18;653635.0;8477059.0;172.440774;1800.009283;0.180001;Municipalidad distrital de San Antonio de Cachi;1.43;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36640;271;30205;Apurímac;Andahuaylas;Huancaray;20201967181;MUNICIPALIDAD DISTRITAL DE HUANCARAY;UF0010303;Botadero S/N;18;657684.0;8479531.0;210;2500;0.25;Municipalidad distrital de Huancaray;0;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36641;272;30205;Apurímac;Andahuaylas;Huancaray;20201967181;MUNICIPALIDAD DISTRITAL DE HUANCARAY;UF0037593;Botadero Puca Puca;18;659857.0;8477617.0;142;1350;0.135;Municipalidad distrital de Huancaray;0;No;No;No;No;No;No;No;No;No;No;Recuperación;2023;Resolución N.° 00112-2023-OEFA/DSIS;;
36642;273;30206;Apurímac;Andahuaylas;Huayana;20288749443;MUNICIPALIDAD DISTRITAL DE HUAYANA;UF0009564;Botadero Curapahuaycu;18;650473.0;8445513.0;120;900;0.09;Municipalidad distrital de Huayana;0.3;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;Resolución N.° 00147-2024-OEFA/DSIS;
36643;274;30220;Apurímac;Andahuaylas;José María Arguedas;20600234634;MUNICIPALIDAD DISTRITAL JOSE MARIA ARGUEDAS;UF0009794;Botadero Kiñuaccasa;18;685135.0;8476549.0;263.355478;4819.573478;0.481957;Municipalidad distrital de José Maria Arguedas;0;No;No;No;No;No;No;Si;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36644;275;30220;Apurímac;Andahuaylas;José María Arguedas;20600234634;MUNICIPALIDAD DISTRITAL JOSE MARIA ARGUEDAS;UF0015498;Botadero Anccasillayoc;18;683950.0;8476586.0;998;60000;6;Municipalidad distrital de José María Arguedas;2.46;No;Si;Si;No;No;No;No;No;No;No;Recuperación;2021;RESOLUCION N° 00003-2021-OEFA/DSIS;Resolución N.° 00147-2024-OEFA/DSIS;
36645;276;30219;Apurímac;Andahuaylas;Kaquiabamba;20323826651;MUNICIPALIDAD DISTRITAL DE KAQUIABAMBA;UF0009694;Botadero Chachaspucro;18;683867.0;8504853.0;102.692507;651.642865;0.065164;Municipalidad distrital de Kaquiabamba;0.3;No;No;Si;Si;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36646;277;30219;Apurímac;Andahuaylas;Kaquiabamba;20323826651;MUNICIPALIDAD DISTRITAL DE KAQUIABAMBA;UF0042035;Botadero Tierracaliente;18;685377.0;8504060.0;121;1000;0.1;Municipalidad distrital de Kaquibamba;0.03;No;No;No;No;No;No;No;No;No;No;Recuperación;2025;Resolución N.° 00024-2025-OEFA/DSIS;;
36647;278;30207;Apurímac;Andahuaylas;Kishuara;20163027080;MUNICIPALIDAD DISTRITAL DE KISHUARA;UF0009750;Botadero Huarraccopata;18;704772.0;8483558.0;172;1700;0.17;Municipalidad distrital de Kishuara;0.5;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;Resolución N.° 00024-2025-OEFA/DSIS;
36648;279;30210;Apurímac;Andahuaylas;Pampachiri;20192048801;MUNICIPALIDAD DISTRITAL DE PAMPACHIRI;UF0010077;Botadero Paltalloza;18;656192.0;8432586.0;94.788215;340.048293;0.034005;Municipalidad distrital de Pampachiri;1.12;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36649;280;30211;Apurímac;Andahuaylas;Pomacocha;20288775444;MUNICIPALIDAD DISTRITAL DE POMACOCHA;UF0009522;Botadero Chuñupucro;18;651820.0;8442514.0;133;1078;0.1;Municipalidad distrital de Pomacocha;0.016;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36650;281;30213;Apurímac;Andahuaylas;San Jerónimo;20156959783;MUNICIPALIDAD PROVINCIAL DE ANDAHUAYLAS;UF0010447;Botadero San José;18;676843.0;8488651.0;570;26300;2.6312;Municipalidad provincial de Andahuaylas, Municipalidad distrital de Talavera, Municipalidad distrital de Pacucha;30.76;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;R.G. Nº 0237-2021-GM-MPA
36651;282;30214;Apurímac;Andahuaylas;San Miguel de Chaccrampa;20192042357;MUNICIPALIDAD DISTR. S.M. DE CHACCRAMPA;UF0010167;Botadero Puncapata;18;650006.0;8456650.0;125.538752;855.631283;0.085563;Municipalidad distrital de San Miguel de Chaccrampa;0.83;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36652;283;30215;Apurímac;Andahuaylas;Santa María de Chicmo;20164792685;MUNICIPALIDAD DISTRITAL DE SANTA MARIA DE CHICMO;UF0010873;Botadero Yuraccurva;18;655032.0;8489974.0;214.972444;2866.434193;0.286643;Municipalidad distrital de Santa Maria de Chicmo;1.58;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36653;284;30217;Apurímac;Andahuaylas;Tumay Huaraca;20201231257;MUNICIPALIDAD DISTRITAL DE TUMAY HUARACA;UF0009781;Botadero Jalabamba;18;653820.0;8445795.0;100;700;0.07;Municipalidad distrital de Tumayhuaraca;0.2;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;Resolución N.° 00136-2024-OEFA/DSIS;
36654;285;30218;Apurímac;Andahuaylas;Turpo;20202321535;MUNICIPALIDAD DISTRITAL DE TURPO;UF0009538;Botadero Comunpampa;18;665892.0;8473328.0;199;1200;0.12;Municipalidad distrital de Turpo;0.7;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;Resolución N.° 00022-2025-OEFA/DSIS, Resolución N.° 00147-2024-OEFA/DSIS;
36655;286;30301;Apurímac;Antabamba;Antabamba;20177891127;MUNICIPALIDAD PROVINCIAL DE ANTABAMBA;UF0010751;Botadero Tahuata;18;730421.0;8409523.0;340;7700;0.77;Municipalidad provincial de Antabamba;1;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;Resolución N.° 00136-2024-OEFA/DSIS;
36656;287;30302;Apurímac;Antabamba;El Oro;20163777917;MUNICIPALIDAD DISTRITAL EL ORO;UF0009490;Botadero Chaonapata;18;709123.0;8428714.0;231;2900;0.29;Municipalidad distrital de El Oro;0.25;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;Resolución N.° 00022-2025-OEFA/DSIS;
36657;288;30303;Apurímac;Antabamba;Huaquirca;20211564181;MUNICIPALIDAD DISTRITAL DE HUAQUIRCA;UF0009440;Botadero Ccantuspata;18;728122.0;8413757.0;95.690916;499.461764;0.049946;Municipalidad distrital de Huaquirca;0.66;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36658;289;30304;Apurímac;Antabamba;Juan Espinoza Medrano;20208750209;MUNICIPALIDAD DISTRITAL JUAN ESPINOZA MEDRANO;UF0009782;Botadero Jalajala;18;723726.0;8406166.0;180.315261;2012.056677;0.201206;Municipalidad distrital de Juan Espinoza Medrano;0.89;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36659;290;30304;Apurímac;Antabamba;Juan Espinoza Medrano;20208750209;MUNICIPALIDAD DISTRITAL JUAN ESPINOZA MEDRANO;UF0009444;Botadero Ccauricho;18;723084.0;8407730.0;443.618891;11794.411401;1.179441;Municipalidad distrital de Juan Espinoza Medrano;0.56;No;No;No;No;No;No;No;No;No;No;Reconversión;2018;RCD N°026 -2018-OEFA/CD;;
36660;291;30305;Apurímac;Antabamba;Oropesa;20203837632;MUNICIPALIDAD DISTRITAL DE OROPESA;UF0009553;Botadero Cruz Mocco;18;762059.0;8422640.0;45;1150;0.115;Municipalidad distrital de Oropesa;1.13;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36661;292;30305;Apurímac;Antabamba;Oropesa;20203837632;MUNICIPALIDAD DISTRITAL DE OROPESA;UF0035313;Botadero Sachaqata;18;763873.0;8421005.0;305;4500;0.45;Municipalidad Distrital de Oropesa;0.15;No;No;No;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00067-2022-OEFA/DSIS;;
36662;293;30306;Apurímac;Antabamba;Pachaconas;20173249340;MUNICIPALIDAD DISTRITAL DE PACHACONAS;UF0010864;Botadero Yanama;18;712191.0;8426309.0;142.984467;1306.114741;0.130611;Municipalidad distrital de Pachaconas;0.9;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36663;294;30307;Apurímac;Antabamba;Sabaino;20177892441;MUNICIPALIDAD DISTRITAL DE SABAINO;UF0009498;Botadero Checcollone;18;722193.0;8416584.0;47.314834;112.889413;0.011289;Municipalidad distrital de Sabaino;0.65;No;No;Si;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36664;295;30402;Apurímac;Aymaraes;Capaya;20148182940;MUNICIPALIDAD DISTRITAL DE CAPAYA;UF0009910;Botadero Municipal;18;681488.0;8439170.0;77.40135;476.746163;0.047675;Municipalidad distrital de Capaya;0.5;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36665;296;30403;Apurímac;Aymaraes;Caraybamba;20208595041;MUNICIPALIDAD DISTRITAL DE CARAYBAMBA;UF0009839;Botadero Llancuchaccuni;18;700439.0;8408632.0;136.075791;1194.35959;0.119436;Municipalidad distrital de Caraybamba;1;No;No;Si;No;Si;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36666;297;30401;Apurímac;Aymaraes;Chalhuanca;20165610297;MUNICIPALIDAD PROVINCIAL DE AYMARAES;UF0009889;Botadero Molle;18;681969.0;8425229.0;277;4829;0.4829;Municipalidad provincial de Aymaraes;7;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;Resolución N.° 00028-2025-OEFA/DSIS;
36667;298;30401;Apurímac;Aymaraes;Chalhuanca;20165610297;MUNICIPALIDAD PROVINCIAL DE AYMARAES;UF0016602;Botadero Ccoyoruna;18;696078.0;8415012.0;245;2569;0.2569;Muncipalidad provincial de Aymaraes;7;No;No;No;No;No;No;No;No;No;No;Recuperación;2021;RESOLUCION N° 00005-2021-OEFA;Resolución N.° 00028-2025-OEFA/DSIS, Resolución N.° 00002-2025-OEFA/DSIS;
36668;299;30404;Apurímac;Aymaraes;Chapimarca;20195966649;MUNICIPALIDAD DISTRITAL DE CHAPIMARCA;UF0010278;Botadero S/N;18;709257.0;8454206.0;59.909204;190.583026;0.019058;Municipalidad distrital de Chapimarca;1;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36669;300;30405;Apurímac;Aymaraes;Colcabamba;20214752388;MUNICIPALIDAD DISTRITAL DE COLCABAMBA;UF0010743;Botadero Soccosocco;18;691175.0;8448115.0;163;811.48;0.08;Municipalidad distrital de Colcabamba;0.02;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;Resolución N.° 00147-2024-OEFA/DSIS;
36670;301;30406;Apurímac;Aymaraes;Cotaruse;20154571800;MUNICIPALIDAD DIST. DE COTARUSI;UF0010858;Botadero Wichinccase;18;693976.0;8406246.0;85.150223;447.503239;0.04475;Municipalidad distrital de Cotaruse;0;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36671;302;30406;Apurímac;Aymaraes;Cotaruse;20154571800;MUNICIPALIDAD DIST. DE COTARUSI;UF0035314;Botadero Sanchihua;18;691034.0;8401687.0;119;6350;0.635;No precisa;0.57;No;No;No;No;No;No;No;No;No;No;Recuperación;2022;Resolución N.° 00067-2022-OEFA/DSIS;;
36672;303;30407;Apurímac;Aymaraes;Ihuayllo;20163027161;MUNICIPALIDAD DISTRITAL DE IHUAYLLO;UF0009451;Botadero Ccollurpascca;18;684958.0;8436348.0;93.693461;467.971079;0.046797;Municipalidad distrital de Ihuayllo;0.29;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36673;304;30408;Apurímac;Aymaraes;Justo Apu Sahuaraura;20175825771;M.DISTRITAL JUSTO APU SAHUARAURA;UF0010125;Botadero Pasercca;18;696517.0;8436990.0;440;5500;0.55;Municipalidad distrital de Justo Apu Sahuaraura;1.6;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;Resolución N.° 00147-2024-OEFA/DSIS;
36674;305;30409;Apurímac;Aymaraes;Lucre;20192091641;MUNICIPALIDAD DISTRITAL DE LUCRE;UF0010166;Botadero Pumaya;18;692440.0;8455403.0;265;2742.6;0.27;Municipalidad distrital de Lucre;0.3;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36675;306;30410;Apurímac;Aymaraes;Pocohuanca;20185589804;MUNICIPALIDAD DISTRITAL POCOHUANCA;UF0009733;Botadero Huamanchino;18;704921.93;8428175.07;124;800;0.08;Municipalidad distrital de Pocohuanca;0.13;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;Resolución N.° 00002-2025-OEFA/DSIS;
36676;307;30411;Apurímac;Aymaraes;San Juan de Chacña;20204474606;MUNICIPALIDAD DISTRITAL DE SAN JUAN DE CHACñA;UF0010865;Botadero Yanama;18;696700.0;8458136.0;139;1051;0.1;Municipalidad distrital de San Juan de Chacña;0.14;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;Resolución N.° 00002-2025-OEFA/DSIS;
36677;308;30402;Apurímac;Aymaraes;Sañayca;20148182940;MUNICIPALIDAD DISTRITAL DE CAPAYA;UF0039605;Botadero Huanupata ;18;681369.0;8435351.0;346;6000;0.6;Municipalidad distrital de Capaya;0.3;No;No;No;Si;No;No;No;No;No;No;Recuperación;2025;RESOLUCIÓN N° 00013-2025-OEFA/DSIS;;
36678;309;30412;Apurímac;Aymaraes;Sañayca;20220738427;MUNICIPALIDAD DISTRITAL DE SANAYCA;UF0009975;Botadero Municipal;18;680505.0;8430134.0;800;35000;3.5;Municipalidad distrital de Sañayca;1;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;Resolución N.° 00147-2024-OEFA/DSIS;
36679;310;30413;Apurímac;Aymaraes;Soraya;20148183083;MUNICIPALIDAD DISTRITO DE SORAYA;UF0009983;Botadero Municipal;18;682510.0;8433238.0;175.483482;1815.207486;0.181521;Municipalidad distrital de Soraya;0.1;Si;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36680;311;30414;Apurímac;Aymaraes;Tapairihua;20156481476;MUNICIPALIDAD DISTRITAL DE TAPAIRIHUA;UF0010129;Botadero Pateonccata;18;700286.0;8435701.0;68.600699;190.909414;0.019091;Municipalidad distrital de Tapairihua;0.96;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36681;312;30414;Apurímac;Aymaraes;Tapairihua;20156481476;MUNICIPALIDAD DISTRITAL DE TAPAIRIHUA;UF0038511;Botadero Chiccllahuito;18;701436.0;8437209.0;85;300;0.03;Municipalidad distrital de Tapairihua;0.12;No;No;No;No;No;No;No;No;No;No;Recuperación;2024;Resolución N°00087 -2024-OEFA/DSIS;;
36682;313;30415;Apurímac;Aymaraes;Tintay;20163949980;MUNICIPALIDAD DISTRITAL DE TINTAY;UF0010851;Botadero Violinpata;18;696497.0;8455699.0;90.063254;475.440773;0.047544;Municipalidad distrital de Tintay;1.37;No;No;No;Si;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36683;314;30415;Apurímac;Aymaraes;Tintay;20163949980;MUNICIPALIDAD DISTRITAL DE TINTAY;UF0036249;Botadero Tollccahhua;18;694567.0;8455509.0;179.05;1444.65;0.14;Municipalidad distrital de Tintay;0.25;No;No;No;No;No;No;No;No;No;No;Recuperación;2023;Resolución N.° 00031-2023-OEFA/DSIS;;
36684;315;30416;Apurímac;Aymaraes;Toraya;20201958513;MUNICIPALIDAD DISTRITAL DE TORAYA;UF0010787;Botadero Tunasccata;18;684764.0;8446074.0;150;1000;0.1;Municipalidad distrital de Toraya;0.5;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;Resolución N.° 00147-2024-OEFA/DSIS;
36685;316;30417;Apurímac;Aymaraes;Yanaca;20175825429;MUNICIPALIDAD DISTRITAL DE YANACA;UF0009517;Botadero Chocloccata;18;699345.0;8425806.0;300;5000;0.5;Municipalidad distrital de Yanaca;0.53;No;No;Si;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;Resolución N.° 00147-2024-OEFA/DSIS;
36686;317;30601;Apurímac;Chincheros;Chincheros;20180001051;MUNICIPALIDAD PROVINCIAL DE CHINCHEROS;UF0010146;Botadero Pongoro;18;639858.0;8503603.0;381;9900;0.99;Municipalidad provincial de Chincheros;7.84;Si;Si;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36687;318;30603;Apurímac;Chincheros;Cocharcas;20288789313;MUNICIPALIDAD DISTRITAL DE COCHARCAS;UF0009404;Botadero Cantiria;18;635417.0;8495089.0;171;972;0.09;Municipalidad distrital de Cocharcas;1.6;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;Resolución N.° 00140-2024-OEFA/DSIS;
36688;319;30604;Apurímac;Chincheros;Huaccana;20156963896;MUNICIPALIDAD DISTRITAL DE HUACCANA;UF0009692;Botadero en el Sector Huachibamba;18;639732.0;8524539.0;466;12800;1.28;Municipalidad distrital de Huaccana;0.3;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36689;320;30611;Apurímac;Chincheros;Los Chankas;20601366267;MUNICIPALIDAD DISTRITAL DE LOS CHANKAS;UF0010438;Botadero Salla;18;626161.0;8515777.0;367;3049.24;0.304;Municipalidad distrital de Los Chankas;0.15;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;Resolución N.° 00024-2025-OEFA/DSIS;
36690;321;30605;Apurímac;Chincheros;Ocobamba;20206827441;MUNICIPALIDAD DISTRITAL DE OCOBAMBA;UF0009687;Botadero en el Sector Ayhuan;18;657539.0;8506886.0;453.73;7012;0.7;Municipalidad distrital de Ocobamba;1;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;Resolución N.° 00062-2024-OEFA/DSIS;
36691;322;30605;Apurímac;Chincheros;Ocobamba;20206827441;MUNICIPALIDAD DISTRITAL DE OCOBAMBA;UF0040011;Botadero Tupac Amaru;18;652772.0;8510322.0;150;1500;0.15;Municipalidad distrital de Ocobamba;4;No;No;No;No;No;No;No;No;No;No;Recuperación;2025;RESOLUCIÓN N° 00013-2025-OEFA/DSIS;;
36692;323;30606;Apurímac;Chincheros;Ongoy;20168237244;MUNICIPALIDAD DISTRITAL DE ONGOY;UF0009690;Botadero en el Sector Chiucca;18;645578.0;8516041.0;127.647732;998.885201;0.099889;Municipalidad distrital de Ongoy;0.4;No;No;Si;Si;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36693;324;30608;Apurímac;Chincheros;Ranracancha;20210743902;MUNICIPALIDAD DISTRITAL DE RANRACANCHA;UF0009447;Botadero Ccelloplaga;18;649042.0;8503530.0;413;8050;0.805;Municipalidad distrital de Ranracancha;2.6;No;No;No;Si;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
36694;325;30607;Apurímac;Chincheros;Uranmarca;20163781949;MUNICIPALIDAD DISTRITAL DE URANMARCA;UF0009336;Botadero Anccasillay;18;645436.0;8487273.0;302;4914;0.49;Municipalidad distrital de Uranmarca;0.07;No;No;No;No;No;No;No;No;No;No;Recuperación;2018;RCD N°026 -2018-OEFA/CD;;
